username,user_id,rt_user,rt_count
__Bernardinho__,129923500,Santi_ABASCAL:,6
__Bernardinho__,129923500,carlesenric:,10
__Bernardinho__,129923500,WillyTolerdoo:,5
__Bernardinho__,129923500,ldpsincomplejos:,13
__Bernardinho__,129923500,hermanntertsch:,5
__Bernardinho__,129923500,JosPastr:,5
__Bernardinho__,129923500,GirautaOficial:,7
__Bernardinho__,129923500,NTrastamara:,2
__Bernardinho__,129923500,PhilAMellows:,2
__Bernardinho__,129923500,monasterioR:,2
__Bernardinho__,129923500,bea_fanjul:,5
__Bernardinho__,129923500,crpandemonium:,4
__Bernardinho__,129923500,carloscuestaEM:,3
Beroca1979,854906108,IdiazAyuso:,3
Beroca1979,854906108,alfonso_ussia:,5
Beroca1979,854906108,Alvisepf:,2
Beroca1979,854906108,DaniPintoB:,2
Beroca1979,854906108,pacomarhuenda:,2
Beroca1979,854906108,ismaelquesada:,3
Beroca1979,854906108,abc_es:,4
Beroca1979,854906108,JosPastr:,3
Beroca1979,854906108,ldpsincomplejos:,2
Beroca1979,854906108,JavierMaroto:,2
Beroca1979,854906108,carloscuestaEM:,2
Beroca1979,854906108,ivanedlm:,5
Beroca1979,854906108,okdiario:,2
Beroca1979,854906108,rimbaudarth:,3
Beroca1979,854906108,FroilLannister:,2
Beroca1979,854906108,alfreyes14:,2
Beroca1979,854906108,vox_es:,5
Beroca1979,854906108,DolorsMM:,2
Beroca1979,854906108,juanarza:,2
Beroca1979,854906108,TeoGarciaEgea:,2
Beroca1979,854906108,carlesenric:,4
Beroca1979,854906108,Tonicanto1:,7
Beroca1979,854906108,crpandemonium:,2
Beroca1979,854906108,jordi_canyas:,2
Beroca1979,854906108,AlmeidaPP_:,5
Beroca1979,854906108,pablocasado_:,6
Beroca1979,854906108,JorgeBustos1:,2
Beroca1979,854906108,jmdelalamo:,2
Beroca1979,854906108,Somormujo001:,2
Beroca1979,854906108,valdemolinos:,2
Beroca1979,854906108,isanseba:,2
Beroca1979,854906108,melchormiralles:,4
Beroca1979,854906108,Rafa_Hernando:,7
Beroca1979,854906108,GirautaOficial:,8
Beroca1979,854906108,rosadiezglez:,2
Beroca1979,854906108,Jorgebuxade:,2
BlasyDora,1035554641,gancho213:,2
BlasyDora,1035554641,GuajeSalvaje:,4
BlasyDora,1035554641,NTrastamara:,2
BlasyDora,1035554641,hermanntertsch:,2
BlasyDora,1035554641,NekaneHarta:,2
BlasyDora,1035554641,bea_fanjul:,2
BlasyDora,1035554641,Alvisepf:,3
BlasyDora,1035554641,Mazzinguerzett1:,2
BlasyDora,1035554641,ldpsincomplejos:,2
BlasyDora,1035554641,Macarena_Olona:,2
BlasyDora,1035554641,FagOfSpain,2
BlasyDora,1035554641,elexluma:,2
BlasyDora,1035554641,Fingerdepollo:,2
BlasyDora,1035554641,txemari75:,2
BLinda57299440,1090212862948245506,LaurichiTrasgu,7
BLinda57299440,1090212862948245506,GuajeSalvaje:,2
BLinda57299440,1090212862948245506,amireia,3
BLinda57299440,1090212862948245506,Kormavov,4
BLinda57299440,1090212862948245506,DeLancetot,3
BLinda57299440,1090212862948245506,Emma_Marug,6
BLinda57299440,1090212862948245506,arqueoleg:,3
BLinda57299440,1090212862948245506,Skylord015,3
BLinda57299440,1090212862948245506,faraoneando,7
BLinda57299440,1090212862948245506,ourenase,4
BLinda57299440,1090212862948245506,crevindju,2
BLinda57299440,1090212862948245506,ValeKrasniki,2
BLinda57299440,1090212862948245506,Delsurgr,2
BLinda57299440,1090212862948245506,CiudadanoErran3,2
BLinda57299440,1090212862948245506,FincaSantaMarga,2
BLinda57299440,1090212862948245506,Gata92467960,2
BLinda57299440,1090212862948245506,Cotidianeous,5
BLinda57299440,1090212862948245506,PhilJordi,4
BLinda57299440,1090212862948245506,_esther_sanz:,2
BLinda57299440,1090212862948245506,EvafrekshowBh,2
BLinda57299440,1090212862948245506,intularapla,2
BLinda57299440,1090212862948245506,elLLOP9,5
BLinda57299440,1090212862948245506,Antonio47802006,2
BLinda57299440,1090212862948245506,julioescritor:,2
BLinda57299440,1090212862948245506,IsabellaFranc1,3
BLinda57299440,1090212862948245506,kittlab,5
BLinda57299440,1090212862948245506,Alvisepf:,2
BLinda57299440,1090212862948245506,navedelmisterio:,5
