count,username,name,user_id,trunc_date
12,albertocr3,Mi persona,156757566,2020-03-31T00:00:00Z
14,albertocr3,Mi persona,156757566,2020-03-30T22:00:00Z
12,albertocr3,Mi persona,156757566,2020-03-30T21:00:00Z
12,albertocr3,Mi persona,156757566,2020-03-30T20:00:00Z
18,albertorekena,Alberto Rekena,150229927,2020-03-31T09:00:00Z
12,albertt75,Uno de VOX,1853974386,2020-03-31T00:00:00Z
12,albertt75,Uno de VOX,1853974386,2020-03-30T23:00:00Z
16,albertt75,Uno de VOX,1853974386,2020-03-30T21:00:00Z
23,albertt75,Uno de VOX,1853974386,2020-03-30T19:00:00Z
25,albertt75,Uno de VOX,1853974386,2020-03-30T17:00:00Z
19,albertt75,Uno de VOX,1853974386,2020-03-30T13:00:00Z
21,albertt75,Uno de VOX,1853974386,2020-03-30T12:00:00Z
34,AlejandroMA76,Alejandro de la mata,887408736121311234,2020-03-31T06:00:00Z
31,AlejandroMA76,Alejandro de la mata,887408736121311234,2020-03-30T19:00:00Z
31,AlejandroMA76,Alejandro de la mata,887408736121311234,2020-03-30T04:00:00Z
14,ALEJANDRORABEL1,@ALEJANDRORABELL,2272814987,2020-03-30T22:00:00Z
100,ALEJANDRORABEL1,@ALEJANDRORABELL,2272814987,2020-03-30T21:00:00Z
25,ALEJANDRORABEL1,@ALEJANDRORABELL,2272814987,2020-03-30T14:00:00Z
33,ALEJANDRORABEL1,@ALEJANDRORABELL,2272814987,2020-03-30T13:00:00Z
27,ALEJANDRORABEL1,@ALEJANDRORABELL,2272814987,2020-03-30T12:00:00Z
13,alexfercr71,Alpanpanyalvinovino,697808520759083008,2020-03-30T23:00:00Z
13,alexfercr71,Alpanpanyalvinovino,697808520759083008,2020-03-30T19:00:00Z
16,alexfercr71,Alpanpanyalvinovino,697808520759083008,2020-03-30T08:00:00Z
15,alfferedu,emaria,295628043,2020-03-31T13:00:00Z
59,alfferedu,emaria,295628043,2020-03-31T12:00:00Z
23,alfferedu,emaria,295628043,2020-03-31T11:00:00Z
19,alfferedu,emaria,295628043,2020-03-31T10:00:00Z
77,alfferedu,emaria,295628043,2020-03-31T09:00:00Z
60,Alfredo35293675,Alfredo Garrido Martínez,1039972211182977024,2020-03-30T22:00:00Z
17,Alfredo35293675,Alfredo Garrido Martínez,1039972211182977024,2020-03-30T21:00:00Z
83,Alfredo35293675,Alfredo Garrido Martínez,1039972211182977024,2020-03-30T17:00:00Z
40,Alfredo35293675,Alfredo Garrido Martínez,1039972211182977024,2020-03-30T16:00:00Z
24,AliciaMtnezVOX,Alicia Tomás,2421285214,2020-03-30T13:00:00Z
25,AliciaMtnezVOX,Alicia Tomás,2421285214,2020-03-30T07:00:00Z
21,almteblasdelezo,Don Blas🇪🇸,1143156393542922240,2020-03-31T08:00:00Z
20,almteblasdelezo,Don Blas🇪🇸,1143156393542922240,2020-03-31T07:00:00Z
18,almteblasdelezo,Don Blas🇪🇸,1143156393542922240,2020-03-30T15:00:00Z
21,almteblasdelezo,Don Blas🇪🇸,1143156393542922240,2020-03-30T09:00:00Z
13,almteblasdelezo,Don Blas🇪🇸,1143156393542922240,2020-03-30T08:00:00Z
71,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-31T09:00:00Z
19,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T22:00:00Z
13,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T20:00:00Z
11,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T13:00:00Z
14,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T11:00:00Z
26,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T10:00:00Z
30,AlvaroLazaga,Alvaro Lazaga🇪🇸,250175379,2020-03-30T08:00:00Z
12,ANA50812570,AnaPalencia,1199334485852086272,2020-03-31T07:00:00Z
17,ANA50812570,AnaPalencia,1199334485852086272,2020-03-31T06:00:00Z
17,ANA50812570,AnaPalencia,1199334485852086272,2020-03-30T18:00:00Z
12,ANA50812570,AnaPalencia,1199334485852086272,2020-03-30T07:00:00Z
17,AndreaG49876869,AndreaGR,1238368162174963713,2020-03-31T09:00:00Z
16,AndreaG49876869,AndreaGR,1238368162174963713,2020-03-30T00:00:00Z
18,Angela37296266,Ángela,707324126617325569,2020-03-30T22:00:00Z
20,Angela37296266,Ángela,707324126617325569,2020-03-30T10:00:00Z
30,Angela37296266,Ángela,707324126617325569,2020-03-30T09:00:00Z
28,angelgarces15,angel garces,1356253752,2020-03-30T23:00:00Z
22,angelgarces15,angel garces,1356253752,2020-03-30T22:00:00Z
37,angelgarces15,angel garces,1356253752,2020-03-30T11:00:00Z
12,angusticlavio,Andrés Fernández,781848290123972608,2020-03-31T13:00:00Z
12,angusticlavio,Andrés Fernández,781848290123972608,2020-03-31T11:00:00Z
13,angusticlavio,Andrés Fernández,781848290123972608,2020-03-30T15:00:00Z
12,angusticlavio,Andrés Fernández,781848290123972608,2020-03-30T10:00:00Z
13,AntiNWO16,AntiNWO,1240658464428494848,2020-03-31T00:00:00Z
22,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T23:00:00Z
18,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T22:00:00Z
13,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T17:00:00Z
16,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T14:00:00Z
31,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T13:00:00Z
53,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T11:00:00Z
21,AntiNWO16,AntiNWO,1240658464428494848,2020-03-30T03:00:00Z
14,ANTITOSTONBALL,Pedro J. Jordán,230438239,2020-03-30T17:00:00Z
15,ANTITOSTONBALL,Pedro J. Jordán,230438239,2020-03-30T10:00:00Z
16,antonia_toy,antonia garcia,2289969883,2020-03-30T21:00:00Z
18,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T21:00:00Z
35,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T20:00:00Z
14,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T18:00:00Z
13,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T17:00:00Z
14,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T15:00:00Z
14,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T11:00:00Z
12,Arayajosemanuel,Jose Manuel Araya,2274708631,2020-03-30T05:00:00Z
11,Arena56122671,Arena,1146187506053996546,2020-03-31T12:00:00Z
106,Arena56122671,Arena,1146187506053996546,2020-03-31T11:00:00Z
11,Arena56122671,Arena,1146187506053996546,2020-03-30T19:00:00Z
32,Arena56122671,Arena,1146187506053996546,2020-03-30T17:00:00Z
40,Arena56122671,Arena,1146187506053996546,2020-03-30T16:00:00Z
63,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-31T12:00:00Z
38,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-31T11:00:00Z
23,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-30T20:00:00Z
22,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-30T19:00:00Z
72,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-30T18:00:00Z
35,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-30T17:00:00Z
19,ASainzBScP,Angel_Sainz_B_ScP,958314609747820546,2020-03-30T00:00:00Z
51,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-31T07:00:00Z
72,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-31T05:00:00Z
30,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-30T18:00:00Z
26,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-30T17:00:00Z
22,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-30T15:00:00Z
15,astroman78,gonzalo_#sosprisiones,845969626269921280,2020-03-30T14:00:00Z
16,aurioles,aurioles ن,28355866,2020-03-30T20:00:00Z
14,aurioles,aurioles ن,28355866,2020-03-30T17:00:00Z
11,aurioles,aurioles ن,28355866,2020-03-30T16:00:00Z
29,AuroraPrezPrez1,Aurora Pérez Pérez,889408707284676608,2020-03-31T00:00:00Z
14,avastreon,Mr.Brightside,535645212,2020-03-30T13:00:00Z
14,A_velasco__,Antonio.V.C. 🇪🇸,2463383362,2020-03-30T19:00:00Z
15,A_velasco__,Antonio.V.C. 🇪🇸,2463383362,2020-03-30T14:00:00Z
11,azoteOdin,Odin,1119167394,2020-03-30T13:00:00Z
11,badmotofinger70,Jesus Garcia,2915779649,2020-03-30T20:00:00Z
11,badmotofinger70,Jesus Garcia,2915779649,2020-03-30T17:00:00Z
13,badmotofinger70,Jesus Garcia,2915779649,2020-03-30T00:00:00Z
14,bailandounajota,🃏,1722546042,2020-03-30T21:00:00Z
15,bailandounajota,🃏,1722546042,2020-03-30T16:00:00Z
17,bailandounajota,🃏,1722546042,2020-03-30T14:00:00Z
13,bailandounajota,🃏,1722546042,2020-03-30T09:00:00Z
19,bailandounajota,🃏,1722546042,2020-03-30T08:00:00Z
17,bailandounajota,🃏,1722546042,2020-03-30T00:00:00Z
16,Beitts24,Betty24,28308035,2020-03-30T22:00:00Z
15,Beitts24,Betty24,28308035,2020-03-30T21:00:00Z
40,Beitts24,Betty24,28308035,2020-03-30T20:00:00Z
15,Beitts24,Betty24,28308035,2020-03-30T18:00:00Z
27,Beitts24,Betty24,28308035,2020-03-30T17:00:00Z
25,Beitts24,Betty24,28308035,2020-03-30T16:00:00Z
33,Beitts24,Betty24,28308035,2020-03-30T15:00:00Z
18,Beitts24,Betty24,28308035,2020-03-30T14:00:00Z
85,betzacb,Betzayda,630562461,2020-03-30T21:00:00Z
21,betzacb,Betzayda,630562461,2020-03-30T20:00:00Z
32,betzacb,Betzayda,630562461,2020-03-30T19:00:00Z
25,betzacb,Betzayda,630562461,2020-03-30T05:00:00Z
33,betzacb,Betzayda,630562461,2020-03-30T04:00:00Z
28,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-31T12:00:00Z
15,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T22:00:00Z
18,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T20:00:00Z
41,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T18:00:00Z
27,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T17:00:00Z
19,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T10:00:00Z
11,BLOGdeJCM,Juan Carlos Martín,52662241,2020-03-30T09:00:00Z
39,blopezal,Nino Lopez Alonso,90933580,2020-03-31T08:00:00Z
18,blopezal,Nino Lopez Alonso,90933580,2020-03-30T21:00:00Z
15,blopezal,Nino Lopez Alonso,90933580,2020-03-30T17:00:00Z
14,blopezal,Nino Lopez Alonso,90933580,2020-03-30T15:00:00Z
13,blopezal,Nino Lopez Alonso,90933580,2020-03-30T14:00:00Z
21,blopezal,Nino Lopez Alonso,90933580,2020-03-30T08:00:00Z
107,boabdil69,Juanma,50256927,2020-03-31T11:00:00Z
57,boabdil69,Juanma,50256927,2020-03-31T10:00:00Z
32,boabdil69,Juanma,50256927,2020-03-31T09:00:00Z
67,boabdil69,Juanma,50256927,2020-03-30T22:00:00Z
117,boabdil69,Juanma,50256927,2020-03-30T21:00:00Z
16,boabdil69,Juanma,50256927,2020-03-30T20:00:00Z
59,bolodosipanter,La Pantera Rosa 🌴🌴,3304096510,2020-03-30T22:00:00Z
68,bolodosipanter,La Pantera Rosa 🌴🌴,3304096510,2020-03-30T21:00:00Z
24,bolodosipanter,La Pantera Rosa 🌴🌴,3304096510,2020-03-30T12:00:00Z
44,bolodosipanter,La Pantera Rosa 🌴🌴,3304096510,2020-03-30T11:00:00Z
17,bonchontoeltaim,Bonchón,195492425,2020-03-31T06:00:00Z
65,Borghen,Alberto 🇪🇸,300508687,2020-03-30T23:00:00Z
36,Borghen,Alberto 🇪🇸,300508687,2020-03-30T22:00:00Z
16,bruabu,carmen🇪🇸,1979467116,2020-03-31T08:00:00Z
11,bruabu,carmen🇪🇸,1979467116,2020-03-31T07:00:00Z
68,bruabu,carmen🇪🇸,1979467116,2020-03-31T06:00:00Z
67,bruabu,carmen🇪🇸,1979467116,2020-03-31T05:00:00Z
32,bruabu,carmen🇪🇸,1979467116,2020-03-31T04:00:00Z
47,bruabu,carmen🇪🇸,1979467116,2020-03-31T02:00:00Z
28,bruabu,carmen🇪🇸,1979467116,2020-03-30T19:00:00Z
25,bruabu,carmen🇪🇸,1979467116,2020-03-30T16:00:00Z
41,bruabu,carmen🇪🇸,1979467116,2020-03-30T10:00:00Z
12,bruabu,carmen🇪🇸,1979467116,2020-03-30T09:00:00Z
26,bruabu,carmen🇪🇸,1979467116,2020-03-30T07:00:00Z
23,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-31T13:00:00Z
11,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-31T12:00:00Z
14,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-31T11:00:00Z
23,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-31T10:00:00Z
11,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-31T09:00:00Z
24,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-30T17:00:00Z
12,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-30T14:00:00Z
22,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-30T11:00:00Z
13,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-30T10:00:00Z
15,BuzoneoVox,Español_Vox,1005431841673957376,2020-03-30T09:00:00Z
27,byherency,Antonio Pastor Milan,89903473,2020-03-31T07:00:00Z
51,byherency,Antonio Pastor Milan,89903473,2020-03-31T06:00:00Z
52,byherency,Antonio Pastor Milan,89903473,2020-03-30T22:00:00Z
37,byherency,Antonio Pastor Milan,89903473,2020-03-30T14:00:00Z
23,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T22:00:00Z
17,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T21:00:00Z
16,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T20:00:00Z
32,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T18:00:00Z
22,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T15:00:00Z
44,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T14:00:00Z
22,caparrones,Carmen  ‏ن 🇪🇸🇪🇸,344715663,2020-03-30T13:00:00Z
13,Carlos_MRuiz,Carlos,767307493,2020-03-30T19:00:00Z
13,Carlos_MRuiz,Carlos,767307493,2020-03-30T13:00:00Z
11,carlotaverde,apicola verde,2425475481,2020-03-30T12:00:00Z
35,carlotaverde,apicola verde,2425475481,2020-03-30T09:00:00Z
12,carmen72297724,carmen,2512595271,2020-03-30T13:00:00Z
17,carmen72297724,carmen,2512595271,2020-03-30T09:00:00Z
17,carmen72297724,carmen,2512595271,2020-03-30T08:00:00Z
17,carmenarpon,Carmen Arpon Domínguez,822525983236517888,2020-03-31T03:00:00Z
43,carmenarpon,Carmen Arpon Domínguez,822525983236517888,2020-03-31T02:00:00Z
138,carmenarpon,Carmen Arpon Domínguez,822525983236517888,2020-03-31T01:00:00Z
11,carmengata77,💚Carmen💚,721314139,2020-03-30T19:00:00Z
37,CarmenMiranda08,Cuatro Donuts con fresa.,50816147,2020-03-31T01:00:00Z
44,CarmenMiranda08,Cuatro Donuts con fresa.,50816147,2020-03-31T00:00:00Z
31,CarmenMiranda08,Cuatro Donuts con fresa.,50816147,2020-03-30T23:00:00Z
